N-Z,N,Z,A,BINDING_energy_per_nucleon(keV),Uncertainty(keV),A^(2/3),A^(-1/3),P,I,B_exp(MeV),B_LDM(MeV),LDM_residual(MeV),D,Sn_exp(MeV),Sp_exp(MeV),S2n_exp(MeV),S2p_exp(MeV)
7,22,15,37,8267.5561,40.7,11.103702468586784,0.30010006671856176,0.0,0.18918918918918914,305.8995757,305.8516454864573,0.04793021354271332,1.4285714285714286,6.816284500000052,13.848859299999958,10.280839700000058,33.35022520000001
5,21,16,37,8459.9363,0.2,11.103702468586784,0.30010006671856176,0.0,0.1351351351351351,313.0176431,313.3294179578516,-0.31177485785161707,0.8,4.303603100000032,13.934351900000024,14.192854599999976,27.08288909999999
3,20,17,37,8570.2816,0.0,11.103702468586784,0.30010006671856176,0.0,0.08108108108108103,317.1004192,316.73095745566275,0.36946174433722945,0.0,10.310859999999991,8.386379200000022,18.89065419999997,21.48168320000002
1,19,18,37,8527.1406,0.2,11.103702468586784,0.30010006671856176,0.0,0.027027027027026973,315.5042022,316.45547973503636,-0.951277535036354,0.6666666666666666,8.787456599999985,8.714643000000024,24.04302869999998,16.679413699999998
-1,18,19,37,8339.848,0.1,11.103702468586784,0.30010006671856176,0.0,-0.027027027027026973,308.574376,309.27397771037874,-0.6996017103787722,0.6666666666666666,15.454337199999998,1.8576303999999482,29.76994449999995,10.364610999999968
-3,17,20,37,8003.4567,0.6,11.103702468586784,0.30010006671856176,0.0,-0.08108108108108114,296.1278979,295.1859593523069,0.9419385476930984,0.0,14.756221499999981,3.0078591000000188,,4.666724399999964
10,24,14,38,7892.8297,112.5,11.302878635921052,0.29744417462950146,1.0,0.26315789473684215,299.9275286,301.40387717746023,-1.4763485774602145,2.4,5.670106499999974,,7.876812199999961,
8,23,15,38,8147.2749,77.9,11.302878635921052,0.29744417462950146,-1.0,0.21052631578947367,309.5964462,310.04899600342924,-0.45254980342923545,1.875,3.6968704999999886,15.33902409999996,10.51315500000004,
6,22,16,38,8448.7829,7.6,11.302878635921052,0.29744417462950146,1.0,0.1578947368421053,321.0537502,321.7263770427089,-0.672626842708894,1.3333333333333333,8.036107100000038,15.15417450000001,12.33971020000007,29.00303379999997
4,21,17,38,8505.4817,0.1,11.302878635921052,0.29744417462950146,-1.0,0.10526315789473684,323.2083046,323.2255491926616,-0.017244592661597835,0.75,6.107885400000043,10.190661500000033,16.418745400000034,24.125013400000057
2,20,18,38,8614.2807,0.2,11.302878635921052,0.29744417462950146,1.0,0.052631578947368474,327.3426666,328.29772268047265,-0.9550560804726729,0.0,11.838464399999964,10.242247399999997,20.62592099999995,18.62862660000002
0,19,19,38,8438.0593,0.2,11.302878635921052,0.29744417462950146,-1.0,0.0,320.64625340000003,320.96922611917364,-0.32297271917360604,0.5,12.071877400000062,5.142051200000026,27.52621460000006,13.85669420000005
-2,18,20,38,8240.0434,0.2,11.302878635921052,0.29744417462950146,1.0,-0.05263157894736836,313.12164920000004,313.64982215529494,-0.5281729552949059,0.0,16.993751300000042,4.547273200000063,31.749972800000023,6.4049036000000115
11,25,14,39,7730.9793,145.5,11.500315051230226,0.29487987310846736,0.0,0.28205128205128205,301.5081927,303.67142204099076,-2.1632293409907675,2.0,1.5806640999999786,,7.250770599999953,
9,24,15,39,8097.9701,120.9,11.500315051230226,0.29487987310846736,0.0,0.23076923076923073,315.82083389999997,316.11471048081535,-0.29387658081537893,2.2222222222222223,6.224387699999966,15.893305299999952,9.921258199999954,
7,23,16,39,8344.2698,53.6,11.500315051230226,0.29487987310846736,0.0,0.17948717948717952,325.4265222,326.2177653500507,-0.7912431500506614,1.7142857142857142,4.372771999999998,15.83007600000002,12.408879100000036,31.16910009999998
5,22,17,39,8494.4032,1.8,11.500315051230226,0.29487987310846736,0.0,0.1282051282051282,331.2817248,332.29545925321366,-1.013734453213658,1.2,8.073420199999987,10.227974599999982,14.18130560000003,25.382149099999992
3,21,18,39,8562.5988,5.3,11.500315051230226,0.29487987310846736,0.0,0.07692307692307687,333.94135320000004,335.4513652443608,-1.5100120443607352,0.6666666666666666,6.598686600000065,10.733048600000018,18.43715100000003,20.92371010000005
1,20,19,39,8557.0258,0.0,11.500315051230226,0.29487987310846736,0.0,0.02564102564102566,333.7240062,334.4134286813414,-0.689422481341353,0.0,13.077752799999985,6.381339600000047,25.149630200000047,16.623587000000043
-1,19,20,39,8369.6711,0.6,11.500315051230226,0.29487987310846736,0.0,-0.02564102564102555,326.4171729,326.9483903674283,-0.5312174674282915,0.0,13.29552369999999,5.770919499999991,30.289275000000032,10.912970700000017
-3,18,21,39,8013.4575,25.7,11.500315051230226,0.29487987310846736,0.0,-0.07692307692307687,312.52484250000003,313.05580751592174,-0.5309650159217085,0.6666666666666666,,-0.5968067000000019,,3.9504665000000614
12,26,14,40,7655.8247,130.9,11.696070952851462,0.2924017738212866,1.0,0.30000000000000004,306.23298800000003,308.3996934690388,-2.1667054690387886,1.5,4.724795300000039,,6.305459400000018,
10,25,15,40,7981.4177,89.7,11.696070952851462,0.2924017738212866,-1.0,0.25,319.256708,319.5859449386818,-0.32923693868178816,1.875,3.435874100000035,17.748515300000008,9.6602618,
8,24,16,40,8329.3255,4.2,11.696070952851462,0.2924017738212866,1.0,0.19999999999999996,333.17302,333.50006840479244,-0.3270484047924356,2.0,7.746497799999986,17.35218610000004,12.119269799999984,33.24549139999999
6,23,17,40,8427.766,34.4,11.696070952851462,0.2924017738212866,-1.0,0.15000000000000002,337.11064,337.8450852067986,-0.7344452067986253,1.5,5.828915199999983,11.684117799999967,13.90233539999997,27.514193799999987
4,22,18,40,8595.2594,0.0,11.696070952851462,0.2924017738212866,1.0,0.09999999999999998,343.810376,345.6045952417442,-1.7942192417442016,1.0,9.869022799999982,12.528651200000013,16.467709400000047,22.756625799999995
2,21,19,40,8538.0907,0.0,11.696070952851462,0.2924017738212866,-1.0,0.050000000000000044,341.52362800000003,342.71288504233956,-1.189257042339534,0.5,7.799621800000011,7.582274799999993,20.877374599999996,18.31532340000001
0,20,20,40,8551.3046,0.0,11.696070952851462,0.2924017738212866,1.0,0.0,342.052184,342.72233191408947,-0.6701479140894548,0.0,15.635011099999986,8.328177799999992,28.930534799999975,14.709517400000038
-2,19,21,40,8173.6697,3.0,11.696070952851462,0.2924017738212866,-1.0,-0.050000000000000044,326.946788,327.5028132959333,-0.5560252959332956,0.5,14.421945499999993,0.5296151000000009,,6.300534599999992
-4,18,22,40,7865.8632,73.2,11.696070952851462,0.2924017738212866,1.0,-0.10000000000000009,314.634528,315.1836087867964,-0.5490807867964236,1.0,,2.109685499999955,,1.5128787999999531
11,26,15,41,7906.5513,129.0,11.890202136872691,0.2900049301676267,0.0,0.2682926829268293,324.16860330000003,324.6144407672686,-0.445837467268575,1.4285714285714286,4.911895300000026,17.935615299999995,8.347769400000061,
9,25,16,41,8229.6358,4.4,11.890202136872691,0.2900049301676267,0.0,0.2195121951219512,337.41506780000003,337.1554320234919,0.2596357765081052,1.7142857142857142,4.242047800000023,18.158359800000028,11.988545600000009,35.906875100000036
7,24,17,41,8412.9593,73.7,11.890202136872691,0.2900049301676267,0.0,0.1707317073170732,344.9313313,345.6554269778455,-0.7240956778454688,1.7142857142857142,7.820691300000021,11.758311300000003,13.649606500000004,29.110497400000042
5,23,18,41,8534.3733,0.3,11.890202136872691,0.2900049301676267,0.0,0.12195121951219512,349.90930529999997,351.6000627931547,-1.690757493154706,1.2,6.098929299999952,12.798665299999982,15.967952099999934,24.48278309999995
3,22,19,41,8576.0731,0.0,11.890202136872691,0.2900049301676267,0.0,0.07317073170731703,351.6189971,353.7229087909671,-2.103911690967095,0.6666666666666666,10.09536909999997,7.808621099999982,17.894990899999982,20.337272299999995
1,21,20,41,8546.7075,0.1,11.890202136872691,0.2900049301676267,0.0,0.024390243902439046,350.4150075,352.358749282348,-1.9437417823480132,0.0,8.36282349999999,8.891379499999971,23.997834599999976,16.473654299999964
-1,20,21,41,8369.1979,0.0,11.890202136872691,0.2900049301676267,0.0,-0.024390243902439046,343.1371139,344.614982444874,-1.4778685448740134,0.0,16.190325899999948,1.0849298999999633,30.61227139999994,9.413107699999955
-3,19,22,41,8034.3889,30.0,11.890202136872691,0.2900049301676267,0.0,-0.07317073170731714,329.4099449,330.4912076928129,-1.081262792812879,0.6666666666666666,14.775416900000039,2.4631569000000013,,2.992772000000002
12,27,15,42,7765.9122,101.9,12.082761235960547,0.28768479133239405,-1.0,0.2857142857142857,326.1683124,327.4162831282059,-1.247970728205928,0.8333333333333334,1.9997090999999614,,6.911604399999987,
10,26,16,42,8193.2275,3.0,12.082761235960547,0.28768479133239405,1.0,0.23809523809523814,344.11555500000003,343.43601208578065,0.6795429142193825,1.3333333333333333,6.700487199999998,19.9469517,10.94253500000002,37.882566999999995
8,25,17,42,8345.8864,64.0,12.082761235960547,0.28768479133239405,-1.0,0.19047619047619047,350.5272288,350.396191862081,0.13103693791896376,1.5,5.595897499999978,13.112160999999958,13.4165888,31.270520799999986
6,24,18,42,8555.6141,6.2,12.082761235960547,0.28768479133239405,1.0,0.1428571428571429,359.3357922,360.5009890560915,-1.1651968560914838,1.3333333333333333,9.426486900000043,14.404460900000004,15.525416199999995,26.162772200000006
4,23,19,42,8551.2571,0.1,12.082761235960547,0.28768479133239405,-1.0,0.09523809523809523,359.1527982,360.7052557393145,-1.5524575393145028,0.75,7.533801100000005,9.243492900000035,17.629170199999976,22.042158200000017
2,22,20,42,8616.5646,0.1,12.082761235960547,0.28768479133239405,1.0,0.04761904761904767,361.8957132,364.5190389610493,-2.6233257610493297,0.0,11.480705699999987,10.276716099999987,19.843529199999978,18.08533719999997
0,21,21,42,8444.9303,0.1,12.082761235960547,0.28768479133239405,-1.0,0.0,354.6870726,356.4497974537921,-1.762724853792065,0.5,11.549958700000047,4.27206510000002,27.740284599999995,13.163444599999991
-2,20,22,42,8259.24,0.2,12.082761235960547,0.28768479133239405,1.0,-0.04761904761904767,346.88808,348.756090487108,-1.8680104871079948,0.0,17.478135099999974,3.750966100000028,32.25355200000001,4.835895999999991
11,27,16,43,8063.8276,5.3,12.273797969521459,0.28543716208189446,0.0,0.2558139534883721,346.7445868,346.329502590938,0.4150842090620017,0.8,2.62903179999995,20.57627439999999,9.329518999999948,
9,26,17,43,8323.8672,66.4,12.273797969521459,0.28543716208189446,0.0,0.2093023255813954,357.9262896,357.09073478823285,0.8355548117671674,1.2,7.399060800000029,13.81073459999999,12.994958300000008,33.75768629999999
7,25,18,43,8488.2382,5.7,12.273797969521459,0.28543716208189446,0.0,0.16279069767441856,364.9942426,365.55895292206225,-0.5647103220622398,1.2,5.658450399999992,14.467013800000018,15.084937300000036,27.579174799999976
5,24,19,43,8576.2204,0.4,12.273797969521459,0.28543716208189446,0.0,0.11627906976744184,368.7774772,370.25350444152065,-1.476027241520626,0.8,9.624679000000015,9.441685000000007,17.15848010000002,23.84614590000001
3,23,20,43,8600.6653,0.2,12.273797969521459,0.28543716208189446,0.0,0.06976744186046513,369.8286079,372.13997082293423,-2.3113629229342223,0.0,7.93289470000002,10.675809700000002,19.413600400000007,19.919302600000037
1,22,21,43,8530.8265,1.9,12.273797969521459,0.28543716208189446,0.0,0.023255813953488413,366.82553949999993,370.08940759742626,-3.263868097426325,0.6666666666666666,12.138466899999912,4.929826299999945,23.68842559999996,15.206542399999933
-1,21,22,43,8352.8054,6.1,12.273797969521459,0.28543716208189446,0.0,-0.023255813953488413,359.1706322,362.071409614117,-2.9007774141169875,0.6666666666666666,12.282552199999998,4.483559599999978,29.760687299999972,8.755624699999998
-3,20,23,43,8069.5129,46.0,12.273797969521459,0.28543716208189446,0.0,-0.06976744186046502,346.9890547,348.08561272833435,-1.096558028334357,0.0,,0.10097469999999475,,3.8519408000000226
12,28,16,44,7996.0154,5.6,12.463359368739502,0.2832581674713524,1.0,0.2727272727272727,351.8246776,351.695994646459,0.1286829535409879,0.0,5.080090799999994,,7.709122599999944,
10,27,17,44,8234.4788,91.8,12.463359368739502,0.2832581674713524,-1.0,0.2272727272727273,362.31706720000005,361.0997950616658,1.2172721383342378,0.75,4.390777600000035,15.572480400000074,11.789838400000065,36.14875480000006
8,26,18,44,8493.8411,1.7,12.463359368739502,0.2832581674713524,1.0,0.18181818181818177,373.7290084,373.3752530072532,0.35375539274679113,1.0,8.734765799999991,15.80271879999998,14.393216199999983,29.61345339999997
6,25,19,44,8546.7023,0.4,12.463359368739502,0.2832581674713524,-1.0,0.13636363636363635,376.0549012,376.2983585091355,-0.24345730913546504,0.75,7.277423999999996,11.06065860000001,16.90210300000001,25.52767240000003
4,24,20,44,8658.1769,0.3,12.463359368739502,0.2832581674713524,1.0,0.09090909090909094,380.95978360000004,382.6951752641842,-1.7353916641841352,0.0,11.131175700000028,12.182306400000016,19.06407040000005,21.623991400000023
2,23,21,44,8557.3805,1.8,12.463359368739502,0.2832581674713524,-1.0,0.045454545454545414,376.52474199999995,378.77909524384603,-2.254353243846083,0.75,9.699202500000013,6.696134099999938,21.837669399999925,17.37194379999994
0,22,22,44,8533.5215,0.7,12.463359368739502,0.2832581674713524,1.0,0.0,375.47494600000005,377.8502871815345,-2.375341181534452,1.0,16.304313800000045,8.649406500000111,28.586866000000043,13.579232800000057
-2,21,23,44,8203.4567,7.7,12.463359368739502,0.2832581674713524,-1.0,-0.045454545454545414,360.9520948,362.4719788604794,-1.5198840604793986,0.75,13.9630401,1.7814625999999976,,6.265022199999976
-4,20,24,44,7949.6265,55.0,12.463359368739502,0.2832581674713524,1.0,-0.09090909090909083,349.783566,350.0802461720874,-0.29668017208740594,0.0,,2.7945113000000106,,2.8954860000000053
11,28,17,45,8181.5991,146.1,12.651489979526238,0.2811442217672498,0.0,0.24444444444444446,368.1719595,366.78277774316075,1.389181756839264,0.0,5.85489229999996,16.34728190000004,10.245669899999996,
9,27,18,45,8419.9526,0.5,12.651489979526238,0.2811442217672498,0.0,0.19999999999999996,378.897867,377.60115824188347,1.2967087581165515,0.6666666666666666,5.168858600000021,16.580799799999966,13.903624400000012,32.15328020000004
7,26,19,45,8554.6747,0.5,12.651489979526238,0.2811442217672498,0.0,0.15555555555555556,384.9603615,384.6322513860817,0.32811011391828515,0.6666666666666666,8.905460299999959,11.231353099999978,16.182884299999955,27.034071899999958
5,25,20,45,8630.5467,0.3,12.651489979526238,0.2811442217672498,0.0,0.11111111111111116,388.37460150000004,389.1871585574542,-0.8125570574541712,0.0,7.414817900000003,12.319700300000022,18.54599360000003,23.380358900000033
3,24,21,45,8618.941,0.7,12.651489979526238,0.2811442217672498,0.0,0.06666666666666665,387.852345,390.1442725027259,-2.291927502725912,0.8,11.327603000000067,6.892561399999977,21.02680550000008,19.074867799999993
1,23,22,45,8555.7321,0.8,12.651489979526238,0.2811442217672498,0.0,0.022222222222222254,385.0079445,387.7881789181643,-2.780234418164298,1.2,9.532998499999962,8.483202500000061,25.837312300000008,15.1793366
-1,22,23,45,8380.0394,0.9,12.651489979526238,0.2811442217672498,0.0,-0.022222222222222143,377.101773,379.5001702343326,-2.398397234332606,1.2,16.149678199999983,1.6268269999999347,30.112718299999983,10.276233500000046
-3,21,24,45,8087.7286,38.0,12.651489979526238,0.2811442217672498,0.0,-0.06666666666666665,363.947787,365.27991399049927,-1.3321269904992619,0.8,14.164220999999998,2.9956922000000077,,4.777154800000005
12,29,17,46,8080.7757,104.4,12.838232045991905,0.27909200099982406,-1.0,0.26086956521739135,371.7156822,370.1176655645248,1.598016635475176,0.75,3.5437226999999893,,9.39861499999995,
10,28,18,46,8412.3835,2.5,12.838232045991905,0.27909200099982406,1.0,0.21739130434782605,386.969641,384.43873853594033,2.530902464059693,0.0,8.071774000000005,18.79768150000001,13.240632600000026,35.14496340000005
8,27,19,46,8518.0428,0.7,12.838232045991905,0.27909200099982406,-1.0,0.17391304347826086,391.82996879999996,389.86986767875214,1.960101121247817,0.5,6.869607299999984,12.932101799999941,15.775067599999943,29.512901599999907
6,26,20,46,8668.9848,2.3,12.838232045991905,0.27909200099982406,1.0,0.13043478260869568,398.7733008,398.5340071692769,0.23929363072312526,0.0,10.398699299999976,13.812939300000039,17.81351719999998,25.044292400000018
4,25,21,46,8622.0215,0.7,12.838232045991905,0.27909200099982406,-1.0,0.08695652173913049,396.6129890000001,397.5608702660546,-0.9478812660545373,0.75,8.76064400000007,8.238387500000044,20.088247000000138,20.558087800000067
2,24,22,46,8656.4623,0.0,12.838232045991905,0.27909200099982406,1.0,0.04347826086956519,398.1972657999999,400.22560326064854,-2.028337460648629,1.3333333333333333,13.189321299999904,10.344920799999898,22.722319799999866,17.237482199999874
0,23,23,46,8486.1423,0.1,12.838232045991905,0.27909200099982406,-1.0,0.0,390.36254579999996,391.46555071791005,-1.1030049179100843,1.5,13.260772799999984,5.354601299999956,29.410450999999966,13.837803800000017
-2,22,24,46,8303.8233,12.2,12.838232045991905,0.27909200099982406,1.0,-0.04347826086956519,381.97587180000005,383.38250378161274,-1.4066319816126907,1.3333333333333333,18.028084800000045,4.87409880000007,32.19230580000004,6.5009258000000045
-4,21,25,46,7916.0805,93.0,12.838232045991905,0.27909200099982406,-1.0,-0.08695652173913038,364.139703,363.8740343413203,0.265668658679715,0.75,,0.19191599999999198,,3.1876081999999997
11,29,18,47,8311.425,1.3,13.023625676689214,0.2770984186529621,0.0,0.23404255319148937,390.63697499999995,387.9050948570484,2.7318801429515247,0.6666666666666666,3.6673339999999257,18.921292799999947,11.73910799999993,
9,28,19,47,8514.8795,1.5,13.023625676689214,0.2770984186529621,0.0,0.19148936170212771,400.19933649999996,397.1220209519407,3.0773155480592322,0.0,8.369367699999998,13.229695499999934,15.238974999999982,32.027376999999944
7,27,20,47,8639.3548,2.3,13.023625676689214,0.2770984186529621,0.0,0.14893617021276595,406.04967559999994,404.10225050051605,1.947425099483894,0.0,7.276374799999928,14.219706799999983,17.675074099999904,27.151808599999924
5,26,21,47,8665.0958,2.0,13.023625676689214,0.2770984186529621,0.0,0.1063829787234043,407.25950259999996,407.52968504760486,-0.2701824476048955,0.6666666666666666,10.646513599999878,8.486201799999947,19.407157599999948,22.299141099999986
3,25,22,47,8661.2325,0.0,13.023625676689214,0.2770984186529621,0.0,0.06382978723404253,407.0779275,408.2591636969596,-1.1812361969596168,1.2,8.880661700000076,10.464938499999903,22.06998299999998,18.703325999999947
1,24,23,47,8582.2348,0.1,13.023625676689214,0.2770984186529621,0.0,0.021276595744680882,403.3650356,405.2777920863933,-1.9127564863932776,1.7142857142857142,13.002489800000035,5.167769800000087,26.26326260000002,15.512690599999985
-1,23,24,47,8407.2067,5.5,13.023625676689214,0.2770984186529621,0.0,-0.02127659574468077,395.1387149,396.72374474549,-1.5850298454899985,1.7142857142857142,13.162843099999975,4.776169100000061,31.19092790000002,10.130770400000017
-3,22,25,47,8135.3117,34.0,13.023625676689214,0.2770984186529621,0.0,-0.06382978723404253,382.3596499,382.59671693396314,-0.23706703396311468,1.2,18.219946900000025,0.38377809999997226,,5.257876900000042
12,30,18,48,8243.6656,18.0,13.207708995578505,0.27516060407455223,1.0,0.25,395.6959488,393.8464143177052,1.849534482294814,1.0,5.058973800000047,,8.726307799999972,
10,29,19,48,8434.2324,0.8,13.207708995578505,0.27516060407455223,-1.0,0.20833333333333337,404.8431552,401.62815265039353,3.2150025496064814,0.5,4.643818700000054,14.206180200000063,13.013186400000052,33.12747300000001
8,28,20,48,8666.6916,0.0,13.207708995578505,0.27516060407455223,1.0,0.16666666666666663,416.00119680000006,412.39576856581414,3.605428234185922,0.0,9.951521200000116,15.8018603000001,17.227896000000044,29.031555800000035
6,27,21,48,8656.2097,5.3,13.207708995578505,0.27516060407455223,-1.0,0.125,415.49806559999996,414.0225153692016,1.475550230798376,0.5,8.238563,9.448390000000018,18.885076599999877,23.6680968
4,26,22,48,8723.0122,0.0,13.207708995578505,0.27516060407455223,1.0,0.08333333333333337,418.7045856,419.16901959466776,-0.464433994667786,1.0,11.626658099999986,11.445083000000011,20.50731980000006,19.931284799999958
2,25,23,48,8623.0686,1.0,13.207708995578505,0.27516060407455223,-1.0,0.04166666666666663,413.90729280000005,414.3129479259862,-0.4056551259861294,1.5,10.542257200000051,6.829365300000063,23.544747000000086,17.294303799999966
